warmup,bias_v,h1_signed_v,h2_signed_v,h2_filt_signed_v,dc_v,k_fit,k_h2_signed_v,k_h2_filt_signed_v,k_h2_signed_over_dc,k_h2_filt_signed_over_dc
0,4.025,-0.06615,3.6e-05,-9.287928937805211e-05,0.95625,557.8999551650293,0.020084398385941053,-0.05181735137977505,0.021003292429742276,-0.054188079874274556
0,4.125,-0.069825,-0.000133,-9.489810942143612e-05,0.932586,557.8999551650293,-0.0742006940369489,-0.05294365099146525,-0.07956445200437161,-0.05677079753659743
0,4.225,-0.070278,-0.000152,-9.77502154558539e-05,0.907523,557.8999551650293,-0.08480079318508445,-0.054534840820192845,-0.09344203197614215,-0.060091965515136084
0,4.325,-0.076176,-7.4e-05,-9.658590562708748e-05,0.881054,557.8999551650293,-0.04128459668221216,-0.05388527241892585,-0.046858191078199704,-0.061160011099122016
0,4.425,-0.07871,-0.000201,-0.00010182030343432409,0.854396,557.8999551650293,-0.11213789098817088,-0.056805542720899084,-0.1312481460448912,-0.06648619928101147
0,4.525,-0.078333,0.000322,-8.064148087406542e-05,0.826876,557.8999551650293,0.17964378556313942,-0.044989878564082667,0.21725601609327083,-0.05440946231851289
0,4.625,-0.083712,-0.000133,-8.327160022660705e-05,0.798378,557.8999551650293,-0.0742006940369489,-0.04645722203294431,-0.0929393019809525,-0.05818950676614876
0,4.725,-0.084622,-0.000143,-8.625800696522679e-05,0.769088,557.8999551650293,-0.0797796935885992,-0.04812333821852481,-0.103732854482971,-0.06257195303856622
0,4.825,-0.085024,0.000376,-6.31393082863958e-05,0.738461,557.8999551650293,0.209770383142051,-0.03522541726213117,0.2840642676350558,-0.04770112065786977
0,4.925,-0.088814,2e-06,-5.989121069443061e-05,0.707478,557.8999551650293,0.0011157999103300585,-0.03341330376120216,0.0015771513889195968,-0.047228753065398726
0,5.025,-0.087316,-0.000215,-6.762649039024235e-05,0.676098,557.8999551650293,-0.11994849036048129,-0.03772881595668449,-0.1774128755897537,-0.05580376802872437
0,5.125,-0.088834,0.000161,-5.61731269526385e-05,0.644131,557.8999551650293,0.08982189278156971,-0.03133898500835652,0.1394466230961865,-0.048653123368315634
0,5.225,-0.090655,8.9e-05,-4.8897440593358594e-05,0.611864,557.8999551650293,0.0496530960096876,-0.027279879914719442,0.08115054327381183,-0.04458487493089877
0,5.325,-0.087258,-0.00042,-6.744073834218988e-05,0.579751,557.8999551650293,-0.2343179811693123,-0.037625184897404206,-0.4041700336339433,-0.0648988702001449
0,5.425,-0.089863,0.000283,-4.994043656246611e-05,0.547636,557.8999551650293,0.15788568731170327,-0.02786176731912183,0.2883040693301815,-0.05087643492962812
0,5.525,-0.08983,4.4e-05,-4.524783312733783e-05,0.515616,557.8999551650293,0.024547598027261287,-0.025243764073056504,0.047608293821877694,-0.04895845759839979
0,5.625,-0.085127,7.4e-05,-3.926586905099539e-05,0.483619,557.8999551650293,0.04128459668221216,-0.021906426583066237,0.08536595270701143,-0.04529686919468887
0,5.725,-0.087803,0.000238,-2.542668186157738e-05,0.451802,557.8999551650293,0.13278018932927696,-0.014185544670569483,0.29389022033828305,-0.03139770224693446
