t_s,state,locked,bias_v,err,h1_v,h2_v,dc_v,vpi_v,null_v,peak_v,quad_v,target_v
262.006,LOCKED,1,2.291000,-0.000100,0.013800,0.001800,0.968100,5.444000,-2.852000,2.573000,-0.139000,2.573000
263.010,LOCKED,1,2.291000,-0.000100,0.013900,0.001800,0.967800,5.444000,-2.852000,2.573000,-0.139000,2.573000
264.015,LOCKED,1,2.291000,0.000100,0.014000,0.001800,0.967500,5.444000,-2.852000,2.573000,-0.139000,2.573000
265.018,LOCKED,1,2.291000,-0.000000,0.014100,0.001800,0.967600,5.444000,-2.852000,2.573000,-0.139000,2.573000
266.024,LOCKED,1,2.290000,-0.000100,0.013900,0.001800,0.967900,5.444000,-2.852000,2.573000,-0.139000,2.573000
267.029,LOCKED,1,2.290000,-0.000100,0.013800,0.001800,0.967500,5.444000,-2.852000,2.573000,-0.139000,2.573000
268.036,LOCKED,1,2.290000,0.000000,0.014000,0.001800,0.967700,5.444000,-2.852000,2.573000,-0.139000,2.573000
269.036,LOCKED,1,2.290000,0.000000,0.014000,0.001800,0.967900,5.444000,-2.852000,2.573000,-0.139000,2.573000
270.041,LOCKED,1,2.289000,0.000100,0.014300,0.001800,0.967700,5.444000,-2.852000,2.573000,-0.139000,2.573000
271.042,LOCKED,1,2.289000,-0.000000,0.014000,0.001800,0.967200,5.444000,-2.852000,2.573000,-0.139000,2.573000
272.044,LOCKED,1,2.289000,0.000000,0.014100,0.001800,0.968000,5.444000,-2.852000,2.573000,-0.139000,2.573000
273.047,LOCKED,1,2.289000,0.000100,0.014000,0.001800,0.968200,5.444000,-2.852000,2.573000,-0.139000,2.573000
274.053,LOCKED,1,2.288000,0.000000,0.013900,0.001800,0.967900,5.444000,-2.852000,2.573000,-0.139000,2.573000
275.056,LOCKED,1,2.288000,-0.000000,0.013900,0.001800,0.967900,5.444000,-2.852000,2.573000,-0.139000,2.573000
276.057,LOCKED,1,2.288000,-0.000000,0.014000,0.001800,0.968400,5.444000,-2.852000,2.573000,-0.139000,2.573000
277.059,LOCKED,1,2.288000,0.000000,0.014000,0.001800,0.967900,5.444000,-2.852000,2.573000,-0.139000,2.573000
278.069,LOCKED,1,2.287000,-0.000100,0.013900,0.001800,0.967800,5.444000,-2.852000,2.573000,-0.139000,2.573000
279.074,LOCKED,1,2.287000,-0.000100,0.013800,0.001800,0.967400,5.444000,-2.852000,2.573000,-0.139000,2.573000
280.080,LOCKED,1,2.287000,-0.000100,0.013800,0.001800,0.967400,5.444000,-2.852000,2.573000,-0.139000,2.573000
281.085,LOCKED,1,2.286000,-0.000200,0.013800,0.001800,0.967500,5.444000,-2.852000,2.573000,-0.139000,2.573000
282.090,LOCKED,1,2.286000,-0.000000,0.013800,0.001800,0.967600,5.444000,-2.852000,2.573000,-0.139000,2.573000
283.095,LOCKED,1,2.286000,-0.000000,0.013800,0.001800,0.967500,5.444000,-2.852000,2.573000,-0.139000,2.573000
284.096,LOCKED,1,2.285000,-0.000100,0.013800,0.001800,0.966800,5.444000,-2.852000,2.573000,-0.139000,2.573000
285.103,LOCKED,1,2.285000,0.000100,0.014000,0.001800,0.967300,5.444000,-2.852000,2.573000,-0.139000,2.573000
286.108,LOCKED,1,2.285000,-0.000200,0.013600,0.001800,0.967200,5.444000,-2.852000,2.573000,-0.139000,2.573000
287.112,LOCKED,1,2.284000,-0.000000,0.013900,0.001800,0.967400,5.444000,-2.852000,2.573000,-0.139000,2.573000
288.117,LOCKED,1,2.284000,-0.000100,0.013800,0.001800,0.968600,5.444000,-2.852000,2.573000,-0.139000,2.573000
289.117,LOCKED,1,2.284000,-0.000100,0.013800,0.001800,0.967200,5.444000,-2.852000,2.573000,-0.139000,2.573000
290.122,LOCKED,1,2.284000,-0.000000,0.013800,0.001800,0.967300,5.444000,-2.852000,2.573000,-0.139000,2.573000
291.124,LOCKED,1,2.283000,0.000000,0.013800,0.001800,0.967600,5.444000,-2.852000,2.573000,-0.139000,2.573000
292.127,LOCKED,1,2.283000,0.000000,0.013900,0.001800,0.967700,5.444000,-2.852000,2.573000,-0.139000,2.573000
293.131,LOCKED,1,2.282000,-0.000100,0.013900,0.001800,0.967500,5.444000,-2.852000,2.573000,-0.139000,2.573000
294.135,LOCKED,1,2.282000,-0.000100,0.013900,0.001800,0.968200,5.444000,-2.852000,2.573000,-0.139000,2.573000
295.135,LOCKED,1,2.282000,0.000100,0.013900,0.001800,0.968500,5.444000,-2.852000,2.573000,-0.139000,2.573000
296.140,LOCKED,1,2.282000,0.000100,0.014000,0.001800,0.968600,5.444000,-2.852000,2.573000,-0.139000,2.573000
297.145,LOCKED,1,2.282000,0.000000,0.013900,0.001800,0.967800,5.444000,-2.852000,2.573000,-0.139000,2.573000
298.148,LOCKED,1,2.282000,-0.000100,0.013700,0.001800,0.968200,5.444000,-2.852000,2.573000,-0.139000,2.573000
299.156,LOCKED,1,2.281000,0.000000,0.014000,0.001800,0.968500,5.444000,-2.852000,2.573000,-0.139000,2.573000
