t_s,state,locked,bias_v,err,h1_v,h2_v,dc_v,vpi_v,null_v,peak_v,quad_v,target_v,target_dc_v,dc_delta_v,obs_x,obs_y,phase_est_rad,err_obs_raw,err_dc,err_obs,err_spring,dc_spring_offset_v,lock_obs_ok,phase_jump_rejected,lock_radius_ok,lock_err_ok,lock_bias_ok,lock_phase_ok,diag_radius,bias_err_v,bias_window_v,hold_active,lock_streak,dc_null_v,dc_peak_v,dc_phase_deg
12.591,LOCKED,1,1.323000,0.000600,0.190900,0.001300,0.925200,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.810500,-0.585800,2.196600,0.158900,-0.719900,0.003100,-0.002500,0.000000,1,0,1,1,1,1,1.000000,0.045900,1.635000,1,57,-0.000600,1.075900,136.0560
13.095,LOCKED,1,1.323000,0.000000,0.190900,0.001400,0.925700,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.812800,-0.582600,2.192700,0.162700,-0.721000,0.002600,-0.002500,0.000000,1,0,1,1,1,1,1.000000,0.046000,1.635000,1,59,-0.000600,1.075900,136.1328
13.597,LOCKED,1,1.323000,-0.001500,0.190700,0.001400,0.925600,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.814000,-0.580900,2.190700,0.164800,-0.720700,0.001000,-0.002500,0.000000,1,0,1,1,1,1,1.000000,0.045500,1.635000,1,62,-0.000600,1.075900,136.1174
14.100,LOCKED,1,1.322000,-0.001400,0.190600,0.001300,0.925800,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.815500,-0.578800,2.188000,0.167400,-0.721200,0.001100,-0.002500,0.000000,1,0,1,1,1,1,1.000000,0.045000,1.635000,1,64,-0.000600,1.075900,136.1481
14.605,LOCKED,1,1.322000,-0.001400,0.190600,0.001300,0.926000,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.817100,-0.576500,2.185300,0.170100,-0.721500,0.001000,-0.002500,0.000000,1,0,1,1,1,1,1.000000,0.044400,1.635000,1,67,-0.000600,1.075900,136.1789
15.110,LOCKED,1,1.321000,-0.001000,0.190600,0.001300,0.926300,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.819200,-0.573500,2.181600,0.173700,-0.722000,0.001500,-0.002400,0.000000,1,0,1,1,1,1,1.000000,0.044000,1.635000,1,69,-0.000600,1.075900,136.2250
15.614,LOCKED,1,1.322000,0.000500,0.190500,0.001200,0.927100,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.825100,-0.565000,2.171200,0.183900,-0.723600,0.003000,-0.002400,0.000000,1,0,1,1,1,1,1.000000,0.044200,1.635000,1,72,-0.000600,1.075900,136.3482
16.119,LOCKED,1,1.322000,0.000000,0.190400,0.001300,0.926800,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.827300,-0.561800,2.167400,0.187700,-0.723000,0.002500,-0.002400,0.000000,1,0,1,1,1,1,1.000000,0.044200,1.635000,1,74,-0.000600,1.075900,136.3020
16.621,LOCKED,1,1.321000,-0.001100,0.190400,0.001300,0.926900,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.828900,-0.559400,2.164500,0.190500,-0.723100,0.001300,-0.002400,0.000000,1,0,1,1,1,1,1.000000,0.043800,1.635000,1,77,-0.000600,1.075900,136.3174
17.126,LOCKED,1,1.321000,-0.002000,0.190200,0.001300,0.926900,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.828700,-0.559700,2.164800,0.190200,-0.723100,0.000400,-0.002400,0.000000,1,0,1,1,1,1,1.000000,0.043200,1.635000,1,79,-0.000600,1.075900,136.3174
17.628,LOCKED,1,1.320000,-0.001900,0.190200,0.001300,0.927000,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.829200,-0.558900,2.163900,0.191100,-0.723400,0.000400,-0.002300,0.000000,1,0,1,1,1,1,1.000000,0.042200,1.635000,1,82,-0.000600,1.075900,136.3328
18.129,LOCKED,1,1.319000,-0.000900,0.190200,0.001300,0.927300,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.831700,-0.555300,2.159500,0.195500,-0.723900,0.001400,-0.002300,0.000000,1,0,1,1,1,1,1.000000,0.041900,1.635000,1,84,-0.000600,1.075900,136.3791
18.633,LOCKED,1,1.319000,0.000300,0.190100,0.001200,0.927000,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.836700,-0.547700,2.150400,0.204300,-0.723400,0.002600,-0.002300,0.000000,1,0,1,1,1,1,1.000000,0.042000,1.635000,1,87,-0.000600,1.075900,136.3328
19.134,LOCKED,1,1.319000,-0.000400,0.190000,0.001200,0.926900,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.838100,-0.545500,2.147800,0.206900,-0.723200,0.001900,-0.002300,0.000000,1,0,1,1,1,1,1.000000,0.041800,1.635000,1,90,-0.000600,1.075900,136.3174
19.639,LOCKED,1,1.319000,-0.000900,0.189900,0.001300,0.926700,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.840200,-0.542200,2.143900,0.210700,-0.722800,0.001400,-0.002300,0.000000,1,0,1,1,1,1,1.000000,0.041500,1.635000,1,92,-0.000600,1.075900,136.2866
20.143,LOCKED,1,1.319000,-0.001200,0.189900,0.001300,0.927600,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.841500,-0.540300,2.141500,0.212600,-0.724500,0.001100,-0.002300,0.000000,1,0,1,1,1,1,1.000000,0.041000,1.635000,1,95,-0.000600,1.075900,136.4254
20.646,LOCKED,1,1.318000,-0.000800,0.189900,0.001200,0.927700,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.843800,-0.536700,2.137300,0.217200,-0.724700,0.001500,-0.002200,0.000000,1,0,1,1,1,1,1.000000,0.040700,1.635000,1,97,-0.000600,1.075900,136.4408
21.151,LOCKED,1,1.318000,-0.001200,0.189800,0.001200,0.927800,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.845300,-0.534200,2.134400,0.220000,-0.724800,0.001200,-0.002200,0.000000,1,0,1,1,1,1,1.000000,0.040200,1.635000,1,100,-0.000600,1.075900,136.4563
21.652,LOCKED,1,1.317000,-0.000800,0.189800,0.001200,0.928000,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.847100,-0.531500,2.131200,0.223100,-0.725200,0.001400,-0.002200,0.000000,1,0,1,1,1,1,1.000000,0.040000,1.635000,1,102,-0.000600,1.075900,136.4872
22.157,LOCKED,1,1.317000,-0.001400,0.189700,0.001200,0.927500,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.847800,-0.530300,2.129800,0.224500,-0.724200,0.000700,-0.002200,0.000000,1,0,1,1,1,1,1.000000,0.039400,1.635000,1,105,-0.000600,1.075900,136.4100
22.662,LOCKED,1,1.316000,-0.001200,0.189700,0.001200,0.928600,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.849200,-0.528000,2.127000,0.227100,-0.726300,0.001000,-0.002200,0.000000,1,0,1,1,1,1,1.000000,0.039100,1.635000,1,107,-0.000600,1.075900,136.5800
23.167,LOCKED,1,1.316000,-0.001200,0.189600,0.001200,0.927600,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.850800,-0.525400,2.124000,0.230100,-0.724500,0.000900,-0.002100,0.000000,1,0,1,1,1,1,1.000000,0.038600,1.635000,1,110,-0.000600,1.075900,136.4254
23.672,LOCKED,1,1.316000,-0.000300,0.189600,0.001200,0.927900,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.853600,-0.520900,2.118700,0.235300,-0.724900,0.001800,-0.002100,0.000000,1,0,1,1,1,1,1.000000,0.038400,1.635000,1,112,-0.000600,1.075900,136.4717
24.176,LOCKED,1,1.316000,0.000000,0.189600,0.001200,0.928700,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.857100,-0.515200,2.112100,0.241700,-0.726600,0.002200,-0.002100,0.000000,1,0,1,1,1,1,1.000000,0.038400,1.635000,1,115,-0.000600,1.075900,136.5955
24.681,LOCKED,1,1.316000,0.000400,0.189500,0.001100,0.928300,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.860000,-0.510200,2.106200,0.247400,-0.725800,0.002500,-0.002100,0.000000,1,0,1,1,1,1,1.000000,0.038600,1.635000,1,117,-0.000600,1.075900,136.5336
25.185,LOCKED,1,1.316000,-0.000300,0.189400,0.001200,0.928900,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.862700,-0.505800,2.101100,0.252400,-0.726800,0.001800,-0.002100,0.000000,1,0,1,1,1,1,1.000000,0.038600,1.635000,1,120,-0.000600,1.075900,136.6265
25.690,LOCKED,1,1.316000,-0.000900,0.189400,0.001200,0.929100,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.863600,-0.504300,2.099300,0.254100,-0.727200,0.001200,-0.002100,0.000000,1,0,1,1,1,1,1.000000,0.038300,1.635000,1,122,-0.000600,1.075900,136.6575
26.195,LOCKED,1,1.315000,-0.002200,0.189300,0.001200,0.929300,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.862700,-0.505700,2.101000,0.252400,-0.727600,-0.000100,-0.002100,0.000000,1,0,1,1,1,1,1.000000,0.037400,1.635000,1,125,-0.000600,1.075900,136.6886
26.696,LOCKED,1,1.314000,-0.002500,0.189300,0.001200,0.928700,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.862100,-0.506800,2.102200,0.251200,-0.726600,-0.000400,-0.002000,0.000000,1,0,1,1,1,1,1.000000,0.036600,1.635000,1,127,-0.000600,1.075900,136.5955
27.199,LOCKED,1,1.313000,-0.001300,0.189300,0.001100,0.929000,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.863500,-0.504300,2.099300,0.254100,-0.727100,0.000600,-0.002000,0.000000,1,0,1,1,1,1,1.000000,0.035900,1.635000,1,130,-0.000600,1.075900,136.6420
27.704,LOCKED,1,1.313000,-0.000700,0.189300,0.001100,0.928800,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.865300,-0.501200,2.095800,0.257500,-0.726600,0.001300,-0.002000,0.000000,1,0,1,1,1,1,1.000000,0.035700,1.635000,1,132,-0.000600,1.075900,136.6110
28.209,LOCKED,1,1.313000,-0.000700,0.189100,0.001100,0.928000,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.867300,-0.497800,2.091900,0.261200,-0.725300,0.001300,-0.002000,0.000000,1,0,1,1,1,1,1.000000,0.035400,1.635000,1,135,-0.000600,1.075900,136.4872
28.713,LOCKED,1,1.313000,-0.000500,0.189100,0.001100,0.928500,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.868900,-0.494900,2.088600,0.264500,-0.726100,0.001400,-0.001900,0.000000,1,0,1,1,1,1,1.000000,0.035300,1.635000,1,137,-0.000600,1.075900,136.5646
29.215,LOCKED,1,1.312000,-0.000700,0.189100,0.001100,0.929400,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.870500,-0.492100,2.085400,0.267500,-0.727900,0.001200,-0.001900,0.000000,1,0,1,1,1,1,1.000000,0.034900,1.635000,1,140,-0.000600,1.075900,136.7041
29.719,LOCKED,1,1.312000,-0.000500,0.189100,0.001100,0.929300,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.872200,-0.489100,2.081900,0.270900,-0.727600,0.001400,-0.001900,0.000000,1,0,1,1,1,1,1.000000,0.034800,1.635000,1,142,-0.000600,1.075900,136.6886
30.222,LOCKED,1,1.312000,-0.000300,0.189100,0.001100,0.928900,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.874800,-0.484500,2.076600,0.275900,-0.726900,0.001600,-0.001900,0.000000,1,0,1,1,1,1,1.000000,0.034700,1.635000,1,145,-0.000600,1.075900,136.6265
30.726,LOCKED,1,1.312000,-0.000700,0.189000,0.001100,0.928700,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.875600,-0.483000,2.074900,0.277600,-0.726500,0.001200,-0.001900,0.000000,1,0,1,1,1,1,1.000000,0.034400,1.635000,1,147,-0.000600,1.075900,136.5955
31.230,LOCKED,1,1.312000,-0.000500,0.188900,0.001100,0.928900,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.877700,-0.479200,2.070600,0.281700,-0.726800,0.001300,-0.001900,0.000000,1,0,1,1,1,1,1.000000,0.034200,1.635000,1,150,-0.000600,1.075900,136.6265
31.733,LOCKED,1,1.311000,-0.000500,0.188900,0.001100,0.928900,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.879100,-0.476700,2.067700,0.284500,-0.726900,0.001400,-0.001900,0.000000,1,0,1,1,1,1,1.000000,0.033900,1.635000,1,152,-0.000600,1.075900,136.6265
32.238,LOCKED,1,1.311000,0.000200,0.188800,0.001000,0.928900,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.882400,-0.470500,2.060700,0.291200,-0.726800,0.002100,-0.001900,0.000000,1,0,1,1,1,1,1.000000,0.034000,1.635000,1,155,-0.000600,1.075900,136.6265
32.743,LOCKED,1,1.311000,0.000400,0.188700,0.001000,0.929300,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.885700,-0.464300,2.053700,0.296100,-0.727700,0.002300,-0.001900,0.000000,1,0,1,1,1,1,1.000000,0.034200,1.635000,1,158,-0.000600,1.075900,136.6886
33.247,LOCKED,1,1.312000,0.000200,0.188700,0.001000,0.929400,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.887700,-0.460500,2.049400,0.302000,-0.727900,0.002100,-0.001900,0.000000,1,0,1,1,1,1,1.000000,0.034200,1.635000,1,160,-0.000600,1.075900,136.7041
33.749,LOCKED,1,1.312000,0.000100,0.188600,0.001000,0.929000,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.890100,-0.455700,2.044000,0.307200,-0.727100,0.001800,-0.001900,0.000000,1,0,1,1,1,1,1.000000,0.034200,1.635000,1,163,-0.000600,1.075900,136.6420
34.252,LOCKED,1,1.312000,-0.000100,0.188600,0.001000,0.929600,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.891800,-0.452500,2.040300,0.310600,-0.728100,0.001700,-0.001900,0.000000,1,0,1,1,1,1,1.000000,0.034200,1.635000,1,165,-0.000600,1.075900,136.7351
34.757,LOCKED,1,1.311000,-0.000300,0.188600,0.001100,0.929600,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.893800,-0.448500,2.035900,0.314800,-0.728100,0.001400,-0.001900,0.000000,1,0,1,1,1,1,1.000000,0.034000,1.635000,1,168,-0.000600,1.075900,136.7351
35.263,LOCKED,1,1.311000,-0.001200,0.188500,0.001100,0.929600,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.893800,-0.448400,2.035700,0.315000,-0.728200,0.000700,-0.001900,0.000000,1,0,1,1,1,1,1.000000,0.033700,1.635000,1,170,-0.000600,1.075900,136.7351
35.766,LOCKED,1,1.311000,-0.001500,0.188400,0.001100,0.929600,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.894200,-0.447600,2.034900,0.315800,-0.728300,0.000400,-0.001800,0.000000,1,0,1,1,1,1,1.000000,0.033000,1.635000,1,173,-0.000600,1.075900,136.7351
36.267,LOCKED,1,1.310000,-0.000900,0.188400,0.001000,0.929300,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.895400,-0.445200,2.032200,0.318400,-0.727600,0.000900,-0.001800,0.000000,1,0,1,1,1,1,1.000000,0.032800,1.635000,1,175,-0.000600,1.075900,136.6886
36.771,LOCKED,1,1.310000,-0.000400,0.188400,0.001000,0.930300,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.897500,-0.441100,2.027600,0.322700,-0.729400,0.001200,-0.001800,0.000000,1,0,1,1,1,1,1.000000,0.032500,1.635000,1,178,-0.000600,1.075900,136.8440
37.272,LOCKED,1,1.310000,-0.000700,0.188400,0.001000,0.930200,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.898400,-0.439200,2.025500,0.324700,-0.729400,0.001100,-0.001800,0.000000,1,0,1,1,1,1,1.000000,0.032300,1.635000,1,180,-0.000600,1.075900,136.8284
37.775,LOCKED,1,1.309000,-0.000600,0.188400,0.001000,0.930400,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.900100,-0.435800,2.021700,0.328300,-0.729700,0.001100,-0.001800,0.000000,1,0,1,1,1,1,1.000000,0.032100,1.635000,1,183,-0.000600,1.075900,136.8595
38.277,LOCKED,1,1.309000,-0.000800,0.188400,0.001000,0.929800,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.900800,-0.434200,2.019900,0.330000,-0.728600,0.001000,-0.001800,0.000000,1,0,1,1,1,1,1.000000,0.031800,1.635000,1,185,-0.000600,1.075900,136.7662
38.780,LOCKED,1,1.309000,-0.000700,0.188400,0.001000,0.930100,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.902300,-0.431100,2.016500,0.333200,-0.729100,0.001000,-0.001700,0.000000,1,0,1,1,1,1,1.000000,0.031500,1.635000,1,188,-0.000600,1.075900,136.8129
39.280,LOCKED,1,1.309000,-0.000700,0.188300,0.001000,0.930400,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.903300,-0.429100,2.014300,0.335300,-0.729600,0.001000,-0.001700,0.000000,1,0,1,1,1,1,1.000000,0.031300,1.635000,1,190,-0.000600,1.075900,136.8595
39.785,LOCKED,1,1.308000,-0.000900,0.188300,0.001000,0.930100,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.904100,-0.427300,2.012300,0.337100,-0.729100,0.000800,-0.001700,0.000000,1,0,1,1,1,1,1.000000,0.030900,1.635000,1,193,-0.000600,1.075900,136.8129
40.288,LOCKED,1,1.308000,-0.000800,0.188200,0.001000,0.930100,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.905100,-0.425300,2.010000,0.339300,-0.729100,0.000900,-0.001700,0.000000,1,0,1,1,1,1,1.000000,0.030600,1.635000,1,195,-0.000600,1.075900,136.8129
40.792,LOCKED,1,1.308000,0.000400,0.188100,0.000900,0.929700,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.908300,-0.418200,2.002300,0.346600,-0.728400,0.002100,-0.001700,0.000000,1,0,1,1,1,1,1.000000,0.030700,1.635000,1,198,-0.000600,1.075900,136.7507
41.293,LOCKED,1,1.308000,0.000200,0.188100,0.001000,0.929700,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.909800,-0.415000,1.998800,0.349900,-0.728300,0.001900,-0.001700,0.000000,1,0,1,1,1,1,1.000000,0.030700,1.635000,1,200,-0.000600,1.075900,136.7507
41.796,LOCKED,1,1.308000,-0.000200,0.188000,0.001000,0.930200,5.450000,-2.810000,2.640000,-0.085000,1.277500,nan,nan,0.911600,-0.411200,1.994600,0.353800,-0.729200,0.001500,-0.001700,0.000000,1,0,1,1,1,1,1.000000,0.030700,1.635000,1,203,-0.000600,1.075900,136.8284
