t_s,state,locked,bias_v,err,h1_v,h2_v,dc_v,vpi_v,null_v,peak_v,quad_v,target_v
47.184,LOCKED,1,-1.613000,-0.000300,0.161800,0.000400,0.102600,5.444000,-2.852000,2.573000,-0.139000,-1.491000
48.186,LOCKED,1,-1.606000,0.004600,0.161500,0.000400,0.102400,5.444000,-2.852000,2.573000,-0.139000,-1.491000
49.187,LOCKED,1,-1.614000,0.000300,0.161800,0.000400,0.102400,5.444000,-2.852000,2.573000,-0.139000,-1.491000
50.190,LOCKED,1,-1.623000,-0.005700,0.161900,0.000400,0.102900,5.444000,-2.852000,2.573000,-0.139000,-1.491000
51.192,LOCKED,1,-1.606000,0.005500,0.161500,0.000400,0.102100,5.444000,-2.852000,2.573000,-0.139000,-1.491000
52.201,LOCKED,1,-1.624000,-0.006100,0.161800,0.000400,0.101800,5.444000,-2.852000,2.573000,-0.139000,-1.491000
53.205,LOCKED,1,-1.609000,0.003800,0.161200,0.000400,0.102600,5.444000,-2.852000,2.573000,-0.139000,-1.491000
54.210,LOCKED,1,-1.615000,-0.000400,0.161600,0.000400,0.102200,5.444000,-2.852000,2.573000,-0.139000,-1.491000
55.211,LOCKED,1,-1.606000,0.004500,0.161700,0.000400,0.103000,5.444000,-2.852000,2.573000,-0.139000,-1.491000
56.216,LOCKED,1,-1.617000,-0.002800,0.161400,0.000400,0.102300,5.444000,-2.852000,2.573000,-0.139000,-1.491000
57.221,LOCKED,1,-1.614000,-0.000000,0.161400,0.000400,0.102300,5.444000,-2.852000,2.573000,-0.139000,-1.491000
58.225,LOCKED,1,-1.609000,0.004200,0.161000,0.000400,0.101600,5.444000,-2.852000,2.573000,-0.139000,-1.491000
59.226,LOCKED,1,-1.625000,-0.007600,0.161700,0.000400,0.103200,5.444000,-2.852000,2.573000,-0.139000,-1.491000
60.228,LOCKED,1,-1.604000,0.005400,0.161300,0.000400,0.102200,5.444000,-2.852000,2.573000,-0.139000,-1.491000
61.230,LOCKED,1,-1.629000,-0.008100,0.161600,0.000400,0.102400,5.444000,-2.852000,2.573000,-0.139000,-1.491000
62.231,LOCKED,1,-1.609000,0.003200,0.161400,0.000400,0.102100,5.444000,-2.852000,2.573000,-0.139000,-1.491000
63.236,LOCKED,1,-1.604000,0.005500,0.161300,0.000400,0.101900,5.444000,-2.852000,2.573000,-0.139000,-1.491000
64.239,LOCKED,1,-1.619000,-0.004000,0.161600,0.000400,0.102700,5.444000,-2.852000,2.573000,-0.139000,-1.491000
65.242,LOCKED,1,-1.616000,-0.001500,0.161700,0.000400,0.102300,5.444000,-2.852000,2.573000,-0.139000,-1.491000
66.246,LOCKED,1,-1.601000,0.009000,0.160600,0.000400,0.101200,5.444000,-2.852000,2.573000,-0.139000,-1.491000
67.249,LOCKED,1,-1.627000,-0.008700,0.161500,0.000400,0.102800,5.444000,-2.852000,2.573000,-0.139000,-1.491000
68.251,LOCKED,1,-1.608000,0.004100,0.160900,0.000400,0.101400,5.444000,-2.852000,2.573000,-0.139000,-1.491000
69.255,LOCKED,1,-1.619000,-0.004900,0.161300,0.000400,0.102900,5.444000,-2.852000,2.573000,-0.139000,-1.491000
70.260,LOCKED,1,-1.613000,0.000100,0.161300,0.000400,0.102200,5.444000,-2.852000,2.573000,-0.139000,-1.491000
71.266,LOCKED,1,-1.622000,-0.005800,0.161400,0.000400,0.102700,5.444000,-2.852000,2.573000,-0.139000,-1.491000
72.268,LOCKED,1,-1.608000,0.002900,0.161300,0.000400,0.102200,5.444000,-2.852000,2.573000,-0.139000,-1.491000
73.270,LOCKED,1,-1.627000,-0.008600,0.161400,0.000400,0.102700,5.444000,-2.852000,2.573000,-0.139000,-1.491000
74.274,LOCKED,1,-1.607000,0.003400,0.161300,0.000400,0.101900,5.444000,-2.852000,2.573000,-0.139000,-1.491000
75.279,LOCKED,1,-1.625000,-0.007600,0.161200,0.000400,0.102600,5.444000,-2.852000,2.573000,-0.139000,-1.491000
76.283,LOCKED,1,-1.617000,-0.002300,0.161100,0.000400,0.102100,5.444000,-2.852000,2.573000,-0.139000,-1.491000
77.285,LOCKED,1,-1.606000,0.004500,0.161000,0.000400,0.101600,5.444000,-2.852000,2.573000,-0.139000,-1.491000
78.288,LOCKED,1,-1.625000,-0.006800,0.161300,0.000400,0.102400,5.444000,-2.852000,2.573000,-0.139000,-1.491000
79.289,LOCKED,1,-1.610000,0.002500,0.160900,0.000400,0.101900,5.444000,-2.852000,2.573000,-0.139000,-1.491000
80.294,LOCKED,1,-1.620000,-0.005300,0.161300,0.000400,0.102500,5.444000,-2.852000,2.573000,-0.139000,-1.491000
81.299,LOCKED,1,-1.601000,0.006500,0.160900,0.000400,0.101600,5.444000,-2.852000,2.573000,-0.139000,-1.491000
82.300,LOCKED,1,-1.621000,-0.005900,0.161300,0.000400,0.102500,5.444000,-2.852000,2.573000,-0.139000,-1.491000
83.305,LOCKED,1,-1.610000,0.003900,0.160400,0.000400,0.101000,5.444000,-2.852000,2.573000,-0.139000,-1.491000
84.311,LOCKED,1,-1.627000,-0.008500,0.161400,0.000400,0.102400,5.444000,-2.852000,2.573000,-0.139000,-1.491000
85.311,LOCKED,1,-1.625000,-0.007800,0.161400,0.000400,0.102600,5.444000,-2.852000,2.573000,-0.139000,-1.491000
86.316,LOCKED,1,-1.602000,0.008100,0.160800,0.000400,0.100900,5.444000,-2.852000,2.573000,-0.139000,-1.491000
87.321,LOCKED,1,-1.631000,-0.011100,0.161100,0.000400,0.102600,5.444000,-2.852000,2.573000,-0.139000,-1.491000
88.326,LOCKED,1,-1.613000,0.001100,0.160900,0.000400,0.101600,5.444000,-2.852000,2.573000,-0.139000,-1.491000
89.331,LOCKED,1,-1.603000,0.006100,0.160800,0.000400,0.101400,5.444000,-2.852000,2.573000,-0.139000,-1.491000
