t_s,state,locked,bias_v,err,h1_v,h2_v,dc_v,vpi_v,null_v,peak_v,quad_v,target_v,target_dc_v,dc_delta_v,obs_x,obs_y,phase_est_rad,err_obs_raw,err_dc,err_obs,err_spring,dc_spring_offset_v,lock_obs_ok,phase_jump_rejected,lock_radius_ok,lock_err_ok,lock_bias_ok,lock_phase_ok,diag_radius,bias_err_v,bias_window_v,hold_active,lock_streak,dc_null_v,dc_peak_v,dc_phase_deg
5.044,LOCKED,1,-1.472000,0.004100,0.185600,0.001000,0.140000,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.723500,0.690400,0.808800,-0.023400,0.738900,0.002700,0.001400,0.000000,1,0,1,1,1,1,1.000000,-0.024700,1.635000,0,21,-0.000600,1.075900,42.3721
5.550,LOCKED,1,-1.472000,0.002100,0.185900,0.001000,0.140300,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.725000,0.688700,0.811100,-0.025700,0.738300,-0.000100,0.001300,0.000000,1,0,1,1,1,1,1.000000,-0.023800,1.635000,0,24,-0.000600,1.075900,42.4195
6.051,LOCKED,1,-1.471000,0.000100,0.186200,0.001000,0.140400,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.727600,0.686000,0.814800,-0.029400,0.738200,-0.001300,0.001300,0.000000,1,0,1,1,1,1,1.000000,-0.023800,1.635000,1,26,-0.000600,1.075900,42.4353
6.552,LOCKED,1,-1.472000,-0.001000,0.186300,0.000900,0.140500,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.733000,0.680200,0.822800,-0.037400,0.737900,-0.002300,0.001300,0.000000,1,0,1,1,1,1,1.000000,-0.024200,1.635000,1,29,-0.000600,1.075900,42.4511
7.056,LOCKED,1,-1.472000,-0.001300,0.186400,0.000900,0.140400,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.737000,0.675900,0.828600,-0.043200,0.738100,-0.002600,0.001300,0.000000,1,0,1,1,1,1,1.000000,-0.024600,1.635000,1,31,-0.000600,1.075900,42.4353
7.561,LOCKED,1,-1.472000,-0.000200,0.186500,0.000900,0.140400,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.737700,0.675100,0.829700,-0.044300,0.738100,-0.001000,0.001400,0.000000,1,0,1,1,1,1,1.000000,-0.024600,1.635000,1,34,-0.000600,1.075900,42.4353
8.066,LOCKED,1,-1.472000,0.001200,0.186600,0.000900,0.140600,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.737200,0.675600,0.829000,-0.043600,0.737800,-0.000200,0.001300,0.000000,1,0,1,1,1,1,1.000000,-0.024200,1.635000,1,36,-0.000600,1.075900,42.4668
8.568,LOCKED,1,-1.471000,0.002100,0.186700,0.001000,0.140800,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.733500,0.679700,0.823500,-0.038100,0.737400,0.001400,0.001300,0.000000,1,0,1,1,1,1,1.000000,-0.023200,1.635000,1,39,-0.000600,1.075900,42.4983
9.072,LOCKED,1,-1.470000,0.002200,0.186800,0.000900,0.141100,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.733100,0.680200,0.822800,-0.037400,0.736900,0.001000,0.001300,0.000000,1,0,1,1,1,1,1.000000,-0.022500,1.635000,1,41,-0.000600,1.075900,42.5456
9.576,LOCKED,1,-1.470000,0.000900,0.186800,0.000900,0.141100,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.734400,0.678700,0.824800,-0.039400,0.736900,-0.000300,0.001200,0.000000,1,0,1,1,1,1,1.000000,-0.022000,1.635000,1,44,-0.000600,1.075900,42.5456
10.081,LOCKED,1,-1.470000,0.000100,0.186900,0.000900,0.141300,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.736800,0.676100,0.828300,-0.042900,0.736400,-0.001200,0.001200,0.000000,1,0,1,1,1,1,1.000000,-0.021900,1.635000,1,46,-0.000600,1.075900,42.5771
10.586,LOCKED,1,-1.470000,-0.001500,0.187000,0.000900,0.141300,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.743300,0.669000,0.838000,-0.052600,0.736400,-0.002700,0.001200,0.000000,1,0,1,1,1,1,1.000000,-0.022500,1.635000,1,49,-0.000600,1.075900,42.5771
11.090,LOCKED,1,-1.471000,-0.001200,0.187100,0.000900,0.141400,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.746100,0.665800,0.842200,-0.056700,0.736300,-0.002400,0.001300,0.000000,1,0,1,1,1,1,1.000000,-0.022900,1.635000,1,51,-0.000600,1.075900,42.5928
11.592,LOCKED,1,-1.471000,-0.000700,0.187100,0.000900,0.141300,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.749800,0.661700,0.847700,-0.062300,0.736400,-0.002000,0.001300,0.000000,1,0,1,1,1,1,1.000000,-0.023200,1.635000,1,54,-0.000600,1.075900,42.5771
12.097,LOCKED,1,-1.471000,-0.000800,0.187100,0.000900,0.141300,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.752500,0.658600,0.851800,-0.066400,0.736500,-0.002000,0.001300,0.000000,1,0,1,1,1,1,1.000000,-0.023400,1.635000,1,56,-0.000600,1.075900,42.5771
12.597,LOCKED,1,-1.471000,-0.000300,0.187100,0.000900,0.141100,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.755300,0.655400,0.856000,-0.070600,0.736700,-0.001600,0.001300,0.000000,1,0,1,1,1,1,1.000000,-0.023600,1.635000,1,59,-0.000600,1.075900,42.5456
13.102,LOCKED,1,-1.471000,0.000600,0.187000,0.000900,0.141100,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.755300,0.655400,0.856000,-0.070600,0.736900,-0.000700,0.001300,0.000000,1,0,1,1,1,1,1.000000,-0.023400,1.635000,1,61,-0.000600,1.075900,42.5456
13.605,LOCKED,1,-1.471000,0.001600,0.187000,0.000900,0.141200,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.754300,0.656600,0.854500,-0.069100,0.736700,0.000300,0.001300,0.000000,1,0,1,1,1,1,1.000000,-0.022900,1.635000,1,64,-0.000600,1.075900,42.5613
14.110,LOCKED,1,-1.470000,0.001800,0.187000,0.000900,0.141200,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.753400,0.657500,0.853200,-0.067800,0.736500,0.000600,0.001200,0.000000,1,0,1,1,1,1,1.000000,-0.022300,1.635000,1,66,-0.000600,1.075900,42.5613
14.614,LOCKED,1,-1.469000,0.000600,0.187000,0.000900,0.141400,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.755100,0.655600,0.855800,-0.070300,0.736300,-0.000600,0.001200,0.000000,1,0,1,1,1,1,1.000000,-0.021800,1.635000,1,69,-0.000600,1.075900,42.5928
15.119,LOCKED,1,-1.469000,0.000800,0.187000,0.000900,0.141400,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.755100,0.655600,0.855900,-0.070400,0.736200,-0.000400,0.001200,0.000000,1,0,1,1,1,1,1.000000,-0.021600,1.635000,1,71,-0.000600,1.075900,42.5928
15.623,LOCKED,1,-1.469000,0.001100,0.187100,0.000900,0.141500,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.755300,0.655400,0.856100,-0.070700,0.736000,-0.000100,0.001200,0.000000,1,0,1,1,1,1,1.000000,-0.021200,1.635000,1,74,-0.000600,1.075900,42.6085
16.128,LOCKED,1,-1.468000,0.001800,0.187200,0.000900,0.141700,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.753700,0.657200,0.853700,-0.068300,0.735800,0.000600,0.001200,0.000000,1,0,1,1,1,1,1.000000,-0.020700,1.635000,1,76,-0.000600,1.075900,42.6400
16.633,LOCKED,1,-1.467000,0.002000,0.187200,0.000900,0.141900,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.751900,0.659300,0.850900,-0.065400,0.735300,0.000900,0.001100,0.000000,1,0,1,1,1,1,1.000000,-0.019700,1.635000,1,79,-0.000600,1.075900,42.6714
17.138,LOCKED,1,-1.467000,0.001600,0.187300,0.000900,0.142000,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.751500,0.659700,0.850400,-0.064900,0.735100,0.000500,0.001100,0.000000,1,0,1,1,1,1,1.000000,-0.019100,1.635000,1,81,-0.000600,1.075900,42.6871
17.640,LOCKED,1,-1.467000,0.000100,0.187400,0.000900,0.142100,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.754400,0.656400,0.854700,-0.069300,0.734900,-0.000900,0.001100,0.000000,1,0,1,1,1,1,1.000000,-0.019100,1.635000,1,84,-0.000600,1.075900,42.7028
18.145,LOCKED,1,-1.467000,0.000100,0.187300,0.000900,0.142000,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.756400,0.654100,0.857800,-0.071200,0.735100,-0.001000,0.001000,0.000000,1,0,1,1,1,1,1.000000,-0.019100,1.635000,1,87,-0.000600,1.075900,42.6871
18.651,LOCKED,1,-1.467000,0.000200,0.187300,0.000900,0.142000,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.757100,0.653300,0.858900,-0.073400,0.735200,-0.000800,0.001100,0.000000,1,0,1,1,1,1,1.000000,-0.019000,1.635000,1,89,-0.000600,1.075900,42.6871
19.153,LOCKED,1,-1.467000,-0.000400,0.187200,0.000800,0.141900,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.761500,0.648200,0.865600,-0.080100,0.735300,-0.001900,0.001100,0.000000,1,0,1,1,1,1,1.000000,-0.019200,1.635000,1,92,-0.000600,1.075900,42.6714
19.658,LOCKED,1,-1.467000,-0.000800,0.187200,0.000800,0.142000,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.763600,0.645700,0.868900,-0.083400,0.735100,-0.001800,0.001100,0.000000,1,0,1,1,1,1,1.000000,-0.019500,1.635000,1,94,-0.000600,1.075900,42.6871
20.163,LOCKED,1,-1.467000,-0.001200,0.187300,0.000800,0.141900,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.767600,0.640900,0.875200,-0.089600,0.735300,-0.002000,0.001100,0.000000,1,0,1,1,1,1,1.000000,-0.019900,1.635000,1,97,-0.000600,1.075900,42.6714
20.668,LOCKED,1,-1.468000,-0.000500,0.187300,0.000800,0.141900,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.769600,0.638600,0.878100,-0.092600,0.735300,-0.001600,0.001100,0.000000,1,0,1,1,1,1,1.000000,-0.020100,1.635000,1,99,-0.000600,1.075900,42.6714
21.170,LOCKED,1,-1.468000,0.000300,0.187300,0.000800,0.141800,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.770200,0.637800,0.879100,-0.093600,0.735400,-0.000700,0.001100,0.000000,1,0,1,1,1,1,1.000000,-0.020000,1.635000,1,102,-0.000600,1.075900,42.6557
21.675,LOCKED,1,-1.467000,0.000500,0.187300,0.000800,0.141800,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.771000,0.636800,0.880400,-0.094900,0.735500,-0.000600,0.001100,0.000000,1,0,1,1,1,1,1.000000,-0.019800,1.635000,1,104,-0.000600,1.075900,42.6557
22.176,LOCKED,1,-1.467000,0.000800,0.187300,0.000800,0.141800,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.771000,0.636800,0.880500,-0.094900,0.735500,-0.000100,0.001100,0.000000,1,0,1,1,1,1,1.000000,-0.019500,1.635000,1,107,-0.000600,1.075900,42.6557
22.678,LOCKED,1,-1.467000,0.000600,0.187300,0.000800,0.142000,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.772100,0.635500,0.882100,-0.096500,0.735100,-0.000500,0.001100,0.000000,1,0,1,1,1,1,1.000000,-0.019300,1.635000,1,109,-0.000600,1.075900,42.6871
23.183,LOCKED,1,-1.467000,0.000200,0.187300,0.000800,0.141900,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.773800,0.633500,0.884800,-0.099200,0.735300,-0.000800,0.001100,0.000000,1,0,1,1,1,1,1.000000,-0.019100,1.635000,1,112,-0.000600,1.075900,42.6714
23.686,LOCKED,1,-1.467000,0.000400,0.187300,0.000800,0.141900,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.774200,0.632900,0.885500,-0.099900,0.735300,-0.000600,0.001000,0.000000,1,0,1,1,1,1,1.000000,-0.019000,1.635000,1,114,-0.000600,1.075900,42.6714
24.191,LOCKED,1,-1.467000,-0.000300,0.187300,0.000800,0.141900,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.777400,0.629000,0.890600,-0.105000,0.735300,-0.001400,0.001000,0.000000,1,0,1,1,1,1,1.000000,-0.019100,1.635000,1,117,-0.000600,1.075900,42.6714
24.696,LOCKED,1,-1.467000,0.000100,0.187300,0.000800,0.141900,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.778000,0.628300,0.891400,-0.105800,0.735300,-0.000900,0.001000,0.000000,1,0,1,1,1,1,1.000000,-0.019000,1.635000,1,119,-0.000600,1.075900,42.6714
25.202,LOCKED,1,-1.467000,0.000700,0.187200,0.000800,0.141800,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.778700,0.627400,0.892600,-0.107000,0.735400,-0.000400,0.001000,0.000000,1,0,1,1,1,1,1.000000,-0.018900,1.635000,1,122,-0.000600,1.075900,42.6557
25.708,LOCKED,1,-1.466000,0.001400,0.187300,0.000800,0.141900,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.777800,0.628600,0.891100,-0.105500,0.735300,0.000400,0.001000,0.000000,1,0,1,1,1,1,1.000000,-0.018500,1.635000,1,124,-0.000600,1.075900,42.6714
26.213,LOCKED,1,-1.465000,0.002600,0.187400,0.000800,0.142200,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.773800,0.633400,0.884800,-0.099300,0.734800,0.001600,0.001000,0.000000,1,0,1,1,1,1,1.000000,-0.017400,1.635000,1,127,-0.000600,1.075900,42.7185
26.715,LOCKED,1,-1.464000,0.001900,0.187400,0.000800,0.142300,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.773500,0.633800,0.884300,-0.098700,0.734500,0.001000,0.000900,0.000000,1,0,1,1,1,1,1.000000,-0.016800,1.635000,1,129,-0.000600,1.075900,42.7342
27.219,LOCKED,1,-1.464000,-0.000100,0.187400,0.000800,0.142500,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.776600,0.629900,0.889300,-0.103700,0.734300,-0.001100,0.000900,0.000000,1,0,1,1,1,1,1.000000,-0.016700,1.635000,1,132,-0.000600,1.075900,42.7655
27.724,LOCKED,1,-1.465000,-0.000700,0.187400,0.000800,0.142300,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.779100,0.626900,0.893200,-0.107600,0.734600,-0.001700,0.000900,0.000000,1,0,1,1,1,1,1.000000,-0.016900,1.635000,1,134,-0.000600,1.075900,42.7342
28.228,LOCKED,1,-1.465000,-0.001900,0.187400,0.000700,0.142200,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.785300,0.619100,0.903200,-0.117500,0.734800,-0.002800,0.001000,0.000000,1,0,1,1,1,1,1.000000,-0.017700,1.635000,1,137,-0.000600,1.075900,42.7185
28.732,LOCKED,1,-1.466000,-0.001100,0.187300,0.000700,0.141900,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.787100,0.616800,0.906200,-0.120500,0.735300,-0.002100,0.001000,0.000000,1,0,1,1,1,1,1.000000,-0.018100,1.635000,1,139,-0.000600,1.075900,42.6714
29.233,LOCKED,1,-1.466000,-0.000100,0.187300,0.000700,0.141900,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.788800,0.614600,0.908900,-0.123200,0.735300,-0.001100,0.001000,0.000000,1,0,1,1,1,1,1.000000,-0.018300,1.635000,1,142,-0.000600,1.075900,42.6714
29.738,LOCKED,1,-1.466000,0.000700,0.187200,0.000800,0.141900,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.788500,0.615000,0.908400,-0.122700,0.735400,-0.000300,0.001000,0.000000,1,0,1,1,1,1,1.000000,-0.018100,1.635000,1,144,-0.000600,1.075900,42.6714
30.240,LOCKED,1,-1.465000,0.000800,0.187200,0.000800,0.141900,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.789000,0.614400,0.909200,-0.123500,0.735300,-0.000200,0.001000,0.000000,1,0,1,1,1,1,1.000000,-0.017700,1.635000,1,147,-0.000600,1.075900,42.6714
30.745,LOCKED,1,-1.465000,0.001000,0.187200,0.000800,0.142000,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.788900,0.614500,0.909000,-0.123300,0.735200,-0.000000,0.001000,0.000000,1,0,1,1,1,1,1.000000,-0.017300,1.635000,1,150,-0.000600,1.075900,42.6871
31.250,LOCKED,1,-1.465000,0.000900,0.187200,0.000800,0.142000,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.789200,0.614100,0.909500,-0.123800,0.735200,-0.000000,0.000900,0.000000,1,0,1,1,1,1,1.000000,-0.017100,1.635000,1,152,-0.000600,1.075900,42.6871
31.753,LOCKED,1,-1.464000,0.001100,0.187200,0.000800,0.142100,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.789800,0.613400,0.910500,-0.123400,0.735000,0.000100,0.000900,0.000000,1,0,1,1,1,1,1.000000,-0.016700,1.635000,1,155,-0.000600,1.075900,42.7028
32.258,LOCKED,1,-1.464000,0.000600,0.187300,0.000800,0.142200,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.790000,0.613100,0.910800,-0.125000,0.734700,-0.000300,0.000900,0.000000,1,0,1,1,1,1,1.000000,-0.016500,1.635000,1,157,-0.000600,1.075900,42.7185
32.763,LOCKED,1,-1.464000,0.000300,0.187300,0.000700,0.142200,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.791600,0.611100,0.913400,-0.127700,0.734800,-0.000700,0.000900,0.000000,1,0,1,1,1,1,1.000000,-0.016400,1.635000,1,160,-0.000600,1.075900,42.7185
33.267,LOCKED,1,-1.464000,-0.000100,0.187300,0.000700,0.142100,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.793200,0.609000,0.916000,-0.130200,0.734900,-0.001000,0.000900,0.000000,1,0,1,1,1,1,1.000000,-0.016400,1.635000,1,162,-0.000600,1.075900,42.7028
33.770,LOCKED,1,-1.464000,-0.000200,0.187300,0.000700,0.142100,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.795800,0.605500,0.920300,-0.134500,0.735000,-0.001400,0.000900,0.000000,1,0,1,1,1,1,1.000000,-0.016600,1.635000,1,165,-0.000600,1.075900,42.7028
34.276,LOCKED,1,-1.465000,-0.001100,0.187200,0.000700,0.142100,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.798800,0.601700,0.925200,-0.139400,0.735000,-0.002000,0.000900,0.000000,1,0,1,1,1,1,1.000000,-0.016900,1.635000,1,167,-0.000600,1.075900,42.7028
34.779,LOCKED,1,-1.465000,-0.001200,0.187200,0.000700,0.141900,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.801100,0.598500,0.929200,-0.143300,0.735300,-0.001400,0.000900,0.000000,1,0,1,1,1,1,1.000000,-0.017300,1.635000,1,170,-0.000600,1.075900,42.6714
35.284,LOCKED,1,-1.465000,0.000500,0.187100,0.000700,0.141800,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.801000,0.598700,0.928900,-0.143000,0.735600,-0.000500,0.000900,0.000000,1,0,1,1,1,1,1.000000,-0.017100,1.635000,1,172,-0.000600,1.075900,42.6557
35.787,LOCKED,1,-1.465000,0.000200,0.187200,0.000700,0.141900,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.802700,0.596400,0.931800,-0.145900,0.735400,-0.000800,0.000900,0.000000,1,0,1,1,1,1,1.000000,-0.017000,1.635000,1,175,-0.000600,1.075900,42.6714
36.292,LOCKED,1,-1.465000,0.000400,0.187100,0.000700,0.141900,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.803200,0.595700,0.932600,-0.146700,0.735400,-0.000600,0.000900,0.000000,1,0,1,1,1,1,1.000000,-0.016900,1.635000,1,177,-0.000600,1.075900,42.6714
36.797,LOCKED,1,-1.464000,0.001200,0.187100,0.000700,0.141900,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.801900,0.597400,0.930500,-0.144600,0.735300,0.000300,0.000900,0.000000,1,0,1,1,1,1,1.000000,-0.016400,1.635000,1,180,-0.000600,1.075900,42.6714
37.302,LOCKED,1,-1.464000,0.001100,0.187100,0.000700,0.142000,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.801900,0.597500,0.930400,-0.144500,0.735200,0.000200,0.000900,0.000000,1,0,1,1,1,1,1.000000,-0.016100,1.635000,1,182,-0.000600,1.075900,42.6871
37.807,LOCKED,1,-1.464000,0.000100,0.187200,0.000700,0.142200,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.803800,0.594900,0.933600,-0.147700,0.734800,-0.000800,0.000900,0.000000,1,0,1,1,1,1,1.000000,-0.015900,1.635000,1,185,-0.000600,1.075900,42.7185
38.311,LOCKED,1,-1.464000,-0.000600,0.187300,0.000600,0.142100,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.806000,0.591900,0.937400,-0.151400,0.734900,-0.001400,0.000900,0.000000,1,0,1,1,1,1,1.000000,-0.016000,1.635000,1,187,-0.000600,1.075900,42.7028
38.816,LOCKED,1,-1.464000,0.000500,0.187300,0.000700,0.142100,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.805900,0.592100,0.937100,-0.151100,0.735000,-0.000400,0.000900,0.000000,1,0,1,1,1,1,1.000000,-0.016000,1.635000,1,190,-0.000600,1.075900,42.7028
39.321,LOCKED,1,-1.463000,0.000300,0.187300,0.000700,0.142200,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.807000,0.590600,0.939000,-0.153000,0.734800,-0.000600,0.000900,0.000000,1,0,1,1,1,1,1.000000,-0.015800,1.635000,1,192,-0.000600,1.075900,42.7185
39.826,LOCKED,1,-1.464000,-0.000400,0.187300,0.000600,0.142100,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.809500,0.587100,0.943300,-0.157200,0.735000,-0.001300,0.000900,0.000000,1,0,1,1,1,1,1.000000,-0.015900,1.635000,1,195,-0.000600,1.075900,42.7028
40.331,LOCKED,1,-1.464000,-0.000400,0.187300,0.000700,0.142100,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.811000,0.585100,0.945800,-0.159700,0.735000,-0.001300,0.000900,0.000000,1,0,1,1,1,1,1.000000,-0.016100,1.635000,1,197,-0.000600,1.075900,42.7028
40.836,LOCKED,1,-1.463000,0.001000,0.187300,0.000700,0.142100,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.810100,0.586300,0.944400,-0.158300,0.734900,0.000100,0.000900,0.000000,1,0,1,1,1,1,1.000000,-0.015800,1.635000,1,200,-0.000600,1.075900,42.7028
41.341,LOCKED,1,-1.463000,0.001300,0.187300,0.000700,0.142200,5.450000,-2.810000,2.640000,-0.085000,-1.447500,nan,nan,0.809600,0.587000,0.943400,-0.157400,0.734800,0.000500,0.000900,0.000000,1,0,1,1,1,1,1.000000,-0.015400,1.635000,1,202,-0.000600,1.075900,42.7185
