t_s,state,locked,bias_v,err,h1_v,h2_v,dc_v,vpi_v,null_v,peak_v,quad_v,target_v,target_dc_v,dc_delta_v
0.000,LOCKED,1,-2.650000,-0.000000,0.000000,0.000000,0.212300,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-0.857070
1.005,LOCKING,0,-2.514000,-0.032300,0.086800,0.001300,0.037900,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.031500
2.010,LOCKING,0,-2.712000,-0.074000,0.080900,0.001500,0.019000,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.050430
3.014,LOCKED,1,-2.769000,0.011200,0.061200,0.002000,0.010600,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.058780
4.018,LOCKED,1,-2.704000,0.024300,0.063300,0.001600,0.013800,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.055600
5.024,LOCKED,1,-2.675000,0.003900,0.067900,0.001100,0.016100,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.053290
6.030,LOCKED,1,-2.677000,-0.001800,0.068200,0.001200,0.015700,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.053690
7.035,LOCKED,1,-2.677000,0.001500,0.067300,0.001100,0.015200,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054220
8.036,LOCKED,1,-2.670000,0.003100,0.067100,0.001200,0.015300,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054140
9.044,LOCKED,1,-2.663000,0.002200,0.067400,0.001400,0.015500,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.053940
10.049,LOCKED,1,-2.659000,0.001300,0.067600,0.001500,0.015500,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.053920
11.052,LOCKED,1,-2.656000,0.001300,0.067600,0.001600,0.015400,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.053970
12.056,LOCKED,1,-2.653000,0.001400,0.067500,0.001700,0.015400,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054000
13.060,LOCKED,1,-2.649000,0.001400,0.067600,0.001800,0.015400,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.053990
14.065,LOCKED,1,-2.646000,0.001100,0.067700,0.001900,0.015500,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.053940
15.069,LOCKED,1,-2.643000,0.001000,0.067700,0.001900,0.015400,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054000
16.074,LOCKED,1,-2.641000,0.001100,0.067700,0.002000,0.015400,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054020
17.078,LOCKED,1,-2.638000,0.001000,0.067700,0.002000,0.015400,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054040
18.083,LOCKED,1,-2.636000,0.000900,0.067700,0.002100,0.015400,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054060
19.085,LOCKED,1,-2.634000,0.000800,0.067700,0.002100,0.015300,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054080
20.090,LOCKED,1,-2.632000,0.000800,0.067700,0.002200,0.015300,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054130
21.091,LOCKED,1,-2.630000,0.000800,0.067800,0.002200,0.015300,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054140
22.095,LOCKED,1,-2.628000,0.000700,0.067800,0.002200,0.015200,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054170
23.098,LOCKED,1,-2.626000,0.000600,0.067800,0.002200,0.015200,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054190
24.103,LOCKED,1,-2.625000,0.000600,0.067800,0.002300,0.015200,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054230
25.107,LOCKED,1,-2.623000,0.000700,0.067800,0.002300,0.015200,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054250
26.113,LOCKED,1,-2.622000,0.000600,0.067800,0.002300,0.015100,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054280
27.117,LOCKED,1,-2.620000,0.000500,0.067900,0.002200,0.015100,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054300
28.122,LOCKED,1,-2.619000,0.000500,0.067900,0.002200,0.015100,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054340
29.127,LOCKED,1,-2.618000,0.000600,0.067800,0.002200,0.015000,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054390
30.130,LOCKED,1,-2.616000,0.000600,0.067800,0.002200,0.015000,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054390
31.132,LOCKED,1,-2.615000,0.000500,0.067900,0.002200,0.015000,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054420
32.135,LOCKED,1,-2.614000,0.000400,0.067900,0.002200,0.015000,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054450
33.136,LOCKED,1,-2.613000,0.000500,0.067900,0.002200,0.014900,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054500
34.137,LOCKED,1,-2.611000,0.000500,0.067900,0.002100,0.014900,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054500
35.139,LOCKED,1,-2.610000,0.000500,0.067900,0.002100,0.014900,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054540
36.144,LOCKED,1,-2.609000,0.000500,0.067900,0.002100,0.014800,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054570
37.149,LOCKED,1,-2.608000,0.000400,0.067900,0.002100,0.014800,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054590
38.157,LOCKED,1,-2.607000,0.000400,0.067900,0.002100,0.014800,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054610
39.158,LOCKED,1,-2.606000,0.000500,0.067900,0.002100,0.014800,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054650
40.160,LOCKED,1,-2.604000,0.000500,0.067900,0.002000,0.014800,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054650
41.165,LOCKED,1,-2.603000,0.000400,0.067900,0.002000,0.014700,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054670
42.170,LOCKED,1,-2.602000,0.000400,0.067900,0.002000,0.014700,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054700
43.175,LOCKED,1,-2.601000,0.000400,0.068000,0.002000,0.014700,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054700
44.180,LOCKED,1,-2.600000,0.000300,0.068000,0.002000,0.014700,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054750
45.185,LOCKED,1,-2.599000,0.000400,0.068000,0.001900,0.014700,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054750
46.187,LOCKED,1,-2.598000,0.000300,0.068000,0.001900,0.014600,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054770
47.192,LOCKED,1,-2.597000,0.000500,0.067900,0.001900,0.014600,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054800
48.197,LOCKED,1,-2.596000,0.000500,0.068000,0.001900,0.014600,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054790
49.200,LOCKED,1,-2.595000,0.000400,0.068000,0.001900,0.014600,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054800
50.206,LOCKED,1,-2.594000,0.000400,0.067900,0.001800,0.014600,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054840
51.212,LOCKED,1,-2.593000,0.000500,0.068000,0.001800,0.014600,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054820
52.215,LOCKED,1,-2.592000,0.000300,0.068000,0.001800,0.014600,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054810
53.218,LOCKED,1,-2.591000,0.000400,0.068000,0.001800,0.014600,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054850
54.222,LOCKED,1,-2.590000,0.000400,0.068000,0.001800,0.014600,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054830
55.224,LOCKED,1,-2.589000,0.000300,0.068000,0.001800,0.014600,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054850
56.228,LOCKED,1,-2.588000,0.000400,0.068000,0.001800,0.014500,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054870
57.231,LOCKED,1,-2.587000,0.000400,0.068000,0.001800,0.014500,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054880
58.236,LOCKED,1,-2.586000,0.000400,0.068000,0.001800,0.014500,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054870
59.240,LOCKED,1,-2.585000,0.000500,0.068000,0.001800,0.014500,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054890
60.244,LOCKED,1,-2.584000,0.000300,0.068000,0.001800,0.014500,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054870
61.246,LOCKED,1,-2.584000,0.000300,0.068000,0.001800,0.014500,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054900
62.248,LOCKED,1,-2.583000,0.000400,0.068000,0.001800,0.014500,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054900
63.250,LOCKED,1,-2.582000,0.000400,0.068000,0.001800,0.014500,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054900
64.253,LOCKED,1,-2.581000,0.000500,0.068000,0.001800,0.014500,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054920
65.257,LOCKED,1,-2.580000,0.000500,0.068000,0.001800,0.014500,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054900
66.259,LOCKED,1,-2.579000,0.000300,0.068000,0.001800,0.014500,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054880
67.263,LOCKED,1,-2.578000,0.000200,0.068000,0.001800,0.014500,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054900
68.268,LOCKED,1,-2.577000,0.000300,0.068000,0.001800,0.014500,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054910
69.268,LOCKED,1,-2.576000,0.000400,0.068000,0.001800,0.014500,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054930
70.273,LOCKED,1,-2.575000,0.000400,0.068000,0.001700,0.014500,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054910
71.278,LOCKED,1,-2.574000,0.000300,0.068000,0.001700,0.014500,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054890
72.280,LOCKED,1,-2.574000,0.000200,0.068100,0.001700,0.014500,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054890
73.284,LOCKED,1,-2.573000,0.000300,0.068000,0.001700,0.014500,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054930
74.290,LOCKED,1,-2.572000,0.000400,0.068000,0.001700,0.014500,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054920
75.294,LOCKED,1,-2.571000,0.000300,0.068100,0.001700,0.014500,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054910
76.297,LOCKED,1,-2.571000,0.000300,0.068000,0.001700,0.014500,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054920
77.301,LOCKED,1,-2.570000,0.000400,0.068000,0.001700,0.014500,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054900
78.306,LOCKED,1,-2.569000,0.000400,0.068000,0.001700,0.014500,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054910
79.308,LOCKED,1,-2.568000,0.000400,0.068000,0.001700,0.014500,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054900
80.313,LOCKED,1,-2.567000,0.000400,0.068000,0.001700,0.014500,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054900
81.314,LOCKED,1,-2.566000,0.000300,0.068000,0.001700,0.014500,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054900
82.315,LOCKED,1,-2.565000,0.000500,0.068000,0.001700,0.014500,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054890
83.319,LOCKED,1,-2.564000,0.000200,0.068100,0.001600,0.014600,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054850
84.324,LOCKED,1,-2.564000,0.000200,0.068000,0.001600,0.014500,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054890
85.328,LOCKED,1,-2.563000,0.000400,0.068000,0.001600,0.014500,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054880
86.331,LOCKED,1,-2.562000,0.000400,0.068000,0.001600,0.014500,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054860
87.335,LOCKED,1,-2.561000,0.000200,0.068100,0.001600,0.014600,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054850
88.335,LOCKED,1,-2.561000,0.000400,0.068000,0.001600,0.014500,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054870
89.340,LOCKED,1,-2.559000,0.000500,0.068000,0.001600,0.014600,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054830
90.343,LOCKED,1,-2.558000,0.000300,0.068000,0.001600,0.014600,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054820
91.348,LOCKED,1,-2.558000,0.000200,0.068100,0.001500,0.014600,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054820
92.353,LOCKED,1,-2.558000,0.000200,0.068100,0.001500,0.014600,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054840
93.358,LOCKED,1,-2.557000,0.000400,0.068000,0.001500,0.014600,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054860
94.362,LOCKED,1,-2.556000,0.000400,0.068000,0.001500,0.014600,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054810
95.367,LOCKED,1,-2.555000,0.000300,0.068000,0.001500,0.014600,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054780
96.370,LOCKED,1,-2.554000,0.000200,0.068100,0.001500,0.014600,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054770
97.375,LOCKED,1,-2.554000,0.000300,0.068000,0.001400,0.014600,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054800
98.380,LOCKED,1,-2.552000,0.000500,0.068000,0.001400,0.014600,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054770
99.380,LOCKED,1,-2.551000,0.000400,0.068000,0.001400,0.014700,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054730
100.385,LOCKED,1,-2.550000,0.000300,0.068000,0.001300,0.014700,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054710
101.386,LOCKED,1,-2.549000,0.000500,0.068000,0.001300,0.014700,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054710
102.391,LOCKED,1,-2.548000,0.000300,0.068100,0.001300,0.014700,5.454000,-3.165000,2.259000,-0.453000,-2.649900,1.069410,-1.054660
